Paper ID,Paper Title,Author Names,Primary Subject Area,Secondary Subject Areas,Status,Day.Time,Poster #,Topic,,Topic Legend,
3091,Bilateral Cyclic Constraint and Adaptive Regularization for Monocular Depth Prediction,"Alex Wong (University of California, Los Angeles)*; Stefano Soatto (UCLA)",3D from Single Image,,Poster,2.1,125,F,,,
2207,Face Parsing with RoI Tanh-warping,Jinpeng Lin (XiaMenUniversity); Hao Yang (Microsoft Research Asia)*; Dong Chen (Microsoft Research Asia); Ming Zeng (Software School of Xiamen University); Fang Wen (Microsoft Research Asia ); Lu Yuan (Microsoft),"Face, Gesture, and Body Pose",,Poster,2.1,126,G,,,
2248,Multi-person Articulated Tracking with Spatial and Temporal Embeddings,Sheng Jin (Tsinghua University); Wentao Liu (Sensetime)*; Wanli Ouyang (The University of Sydney); Chen Qian (SenseTime),"Face, Gesture, and Body Pose",Motion and Tracking,Poster,2.1,127,G,,,
2345,Multi-Person Pose Estimation with Enhanced Channel-wise and Spatial Information,Kai Su (Southeast University)*; Dongdong Yu (ByteDance); Zhenqi Xu (Bytedance); Xin Geng (Southeast University); Changhu Wang (ByteDance.Inc),"Face, Gesture, and Body Pose",Deep Learning,Poster,2.1,128,G,,,
2958,A Compact Embedding for Facial Expression Similarity,Raviteja Vemulapalli (Google)*; Aseem Agarwala (Google),"Face, Gesture, and Body Pose","Datasets and Evaluation; Deep Learning ; Recognition: Detection, Categorization, Retrieval; Represen",Poster,2.1,129,G,,,
3142,High-Resolution Representation Learning for Human Pose Estimation,Ke Sun (University of Science and Technology of China); Bin Xiao (MSR Asia); Dong Liu (University of Science and Technology of China); Jingdong Wang (Microsoft Research)*,"Face, Gesture, and Body Pose",,Poster,2.1,130,G,,,
3198,Feature Transfer Learning for Face Recognition with Under-Represented Data,Xi Yin (Microsoft Could & AI)*; Xiang Yu (NEC Labs); Kihyuk Sohn (NEC Labs America); Xiaoming Liu (Michigan State University); Manmohan Chandraker (NEC Labs America),"Face, Gesture, and Body Pose",Biometrics,Poster,2.1,131,G,,,
3250,Unsupervised 3D Pose Estimation with Geometric Self-Supervision,Ching-Hang Chen (Amazon Inc.)*; Ambrish Tyagi (Amazon); Dylan Drover (Amazon Lab126); Rohith MV (Amazon Lab126); James Rehg (Georgia Institute of Technology); Stefan Stojanov (Georgia Institute of Technology); Amit Agrawal (Amazon),"Face, Gesture, and Body Pose",3D from Single Image; Deep Learning,Poster,2.1,132,G,,,
2601,Peeking into the future: Predicting Future Person Activities and Locations in Videos,Junwei Liang (Carnegie Mellon University)*; Lu Jiang (Google); Juan Carlos Niebles (Stanford University); Alexander Hauptmann (Carnegie Mellon University); Li Fei-Fei (Stanford University),Video Analytics,Action Recognition ; Scene Analysis and Understanding,Poster,2.1,133,H,,,
2953,Re-Identification with Consistent Attentive Siamese Networks,"Meng Zheng (Rensselaer Polytechnic Institute); Srikrishna Karanam (Siemens Corporate Technology, Princeton)*; Ziyan Wu (Siemens Corporation); Richard Radke (Rensselaer Polytechnic Institute)",Video Analytics,"Recognition: Detection, Categorization, Retrieval",Poster,2.1,134,H,,,
236,Learning Optical Flow with Occlusion Hallucination,Pengpeng Liu (The Chinese University of Hong Kong)*; Michael Lyu (The Chinese University of Hong Kong); Irwin King (The Chinese University of Hong Kong); Jia Xu (Tencent AI Lab),Motion and Tracking,Deep Learning,Oral,2.1,135,I,,,
3963,Taking a Deeper Look at the Inverse Compositional Algorithm,Zhaoyang Lv (GEORGIA TECH)*; Frank Dellaert (Georgia Tech); James Rehg (Georgia Institute of Technology); Andreas Geiger (MPI-IS and University of Tuebingen),Motion and Tracking,3D from Multiview and Sensors; Optimization Methods,Oral,2.1,136,I,,,
1197,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,Zhipeng Zhang (Chinese Academy of Sciences); Houwen Peng (Microsoft Research)*,Motion and Tracking,,Oral,2.1,137,I,,,
952,High Fidelity Facial Performance Tracking In-the-wild,Jae Shin Yoon (University of Minnestoa)*; Takaaki Shiratori (Facebook Reality Labs); Shoou-I Yu (Oculus Research Pittsburgh); Hyun Soo Park (The University of Minnesota),"Face, Gesture, and Body Pose",3D from Single Image; Motion and Tracking,Oral,2.1,138,I,,,
2738,Diverse Generation for Multi-agent Sports Games,Raymond A Yeh (UIUC)*; Alexander Schwing (UIUC); Jonathan Huang (Google); Kevin Murphy (Google),Motion and Tracking,Deep Learning,Oral,2.1,139,I,,,
3444,Efficient Online Multi-Person 2D Pose Tracking with Recurrent Spatio-Temporal Affinity Fields,Yaadhav Raaj (CMU)*; Haroon Idrees (Carnegie Mellon University); Gines Hidalgo Martinez (Carnegie Mellon University); Yaser Sheikh (CMU),"Face, Gesture, and Body Pose",Action Recognition ; Motion and Tracking; Video Analytics,Oral,2.1,140,I,,,
1391,GFrames: Gradient-Based Local Reference Frame for 3D Shape Matching,"Simone Melzi (University of Verona)*; Riccardo Spezialetti (Universita' degli studi di Bologna); Federico Tombari (Technical University of Munich, Germany); Michael Bronstein (Università della Svizzera Italiana); Luigi Di Stefano (University of Bologna); Emanuele Rodola (Sapienza University of Rome)",Motion and Tracking,"3D from Multiview and Sensors; Low-level Vision; Recognition: Detection, Categorization, Retrieval;",Oral,2.1,141,I,,,
6191,Eliminating Exposure Bias and Loss-Evaluation Mismatch in Multiple Object Tracking,"Pascal Fua (EPFL, Switzerland); Andrii Maksai (EPFL)*",Motion and Tracking,Deep Learning,Oral,2.1,142,I,,,
3119,Graph Convolutional Tracking,"Junyu Gao (National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences)*; Tianzhu Zhang (CAS, China); Changsheng Xu (CASIA)",Motion and Tracking,,Oral,2.1,143,I,,,
4984,ATOM: Accurate Tracking by Overlap Maximization,Martin Danelljan (ETH Zurich)*; Goutam Bhat (ETH Zurich); Fahad Shahbaz Khan (Inception Institute of Artificial Intelligence); Michael Felsberg (Linköping University),Motion and Tracking,,Oral,2.1,144,I,,,
1202,Visual Tracking via Adaptive Spatially-Regularized Correlation Filters,Kenan Dai (Dalian University of Technology); Dong Wang (Dalian University of Technology)*; Huchuan Lu (Dalian University of Technology); Chong Sun (Dalian University of Technology); Jianhua Li (Dalian University of Technology),Motion and Tracking,,Oral,2.1,145,I,,,
496,Deep Tree Learning for Zero-shot Face Anti-Spoofing,Yaojie Liu (Michigan State University)*; Joel Stehouwer (Michigan State University); Amin Jourabloo (Michigan State University); Xiaoming Liu (Michigan State University),Biometrics,"Face, Gesture, and Body Pose",Oral,2.1,146,I,,,
1140,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,Jiankang Deng (Imperial College London)*; Jia Guo (DeepInsight); Niannan Xue (Imperial College London); Stefanos Zafeiriou (Imperial College Londong),Biometrics,"Face, Gesture, and Body Pose ; Recognition: Detection, Categorization, Retrieval",Oral,2.1,147,I,,,
1617,Learning Joint Unique-Gait and Cross-Gait Representation by Minimizing Quintuplet Loss,"Kaihao Zhang (Australian National University)*; Wenhan Luo (Tencent AI Lab); Lin Ma (Tencent AI Lab); Wei Liu (Tencent); HONGDONG LI (Australian National University, Australia)",Biometrics,,Oral,2.1,148,I,,,
4898,Gait Recognition via Disentangled Representation Learning,Ziyuan Zhang (Michigan State University)*; Luan Tran (Michigan State University); Xi Yin (Microsoft Could & AI); Yousef A Atoum (Yarmouk University); Xiaoming Liu (Michigan State University); Nanxin Wang (Ford Motor Company); Jian Wan (Ford Motor Company),Biometrics,"Face, Gesture, and Body Pose ; Representation Learning; Vision Applications and Systems",Oral,2.1,149,I,,,
2448,On the Continuity of Rotation Representation in Neural Networks,Yi Zhou (University of Southern California)*; Connelly Barnes (University of Virginia); Jingwan Lu (Adobe Research); Jimei Yang (Adobe); Hao Li (Pinscreen/University of Southern California/USC ICT),Motion and Tracking,"3D from Single Image; Deep Learning ; Face, Gesture, and Body Pose ; Robotics + Driving",Poster,2.1,150,I,,,
2597,Iterative Residual Refinement for Joint Optical Flow and Occlusion Estimation,Junhwa Hur (TU Darmstadt)*; Stefan Roth (TU Darmstadt),Motion and Tracking,Deep Learning,Poster,2.1,151,I,,,
2619,Inverse Discriminative Networks for Handwritten Signature Verification,Huan Li (Xi’an Jiaotong University); Ping Wei (Xi'an Jiaotong University)*; Ping Hu (Xi'an Jiaotong University),Biometrics,"Datasets and Evaluation; Deep Learning ; Recognition: Detection, Categorization, Retrieval",Poster,2.1,152,I,,,
2656,Led3D: A Lightweight and Efficient Deep Approach to Recognizing Low-quality 3D Faces,"Guodong Mu (Beihang University); Di Huang (Beihang University, China)*; Guosheng Hu (AnyVision); Jia Sun (Beihang University); Yunhong Wang (State Key Laboratory of Virtual Reality Technology and System, Beihang University, Beijing 100191, China)",Biometrics,"Face, Gesture, and Body Pose",Poster,2.1,153,I,,,
2985,ROI Pooled Correlation Filters for Visual Tracking,Yuxuan Sun (Dalian University of Technology)*; Chong Sun (Tencent Youtu Lab); Dong Wang (Dalian University of Technology); Huchuan Lu (Dalian University of Technology); You He (Naval Aviation University),Motion and Tracking,,Poster,2.1,154,I,,,
1345,Deep Video Inpainting,Dahun Kim (KAIST)*; Sanghyun Woo (KAIST); Joon-Young Lee (Adobe Research); In So Kweon (KAIST),Image and Video Synthesis,Computational Photography; Deep Learning,Poster,2.1,155,J,,,
2446,DM-GAN: Dynamic Memory Generative Adversarial Networks for Text-to-image Synthesis,"Minfeng Zhu (State Key Lab of CAD&CG, Zhejiang University)*; Pingbo Pan (University of Technology Sydney); Wei Chen (Zhejiang University); Yi Yang (UTS)",Image and Video Synthesis,Deep Learning ; Vision + Language,Poster,2.1,156,J,,,
2525,Non-Adversarial Image Synthesis with Generative Latent Nearest Neighbors,Yedid Hoshen (Facebook AI Research (FAIR))*; Ke Li (UC Berkeley); Jitendra Malik (University of California at Berkley),Image and Video Synthesis,,Poster,2.1,157,J,,,
2651,Mixture Density Generative Adversarial Networks,"Hamid Eghbal-zadeh (LIT AI Lab & Johannes Kepler University, Institute of Computational Perception)*; Werner Zellinger (Johannes Kepler University, Institute of Knowledge-Based Mathematical Systems); Gerhard Widmer (Johannes Kepler University)",Image and Video Synthesis,Deep Learning,Poster,2.1,158,J,,,
2669,SketchGAN: Joint Sketch Completion and Recognition with Generative Adversarial Network,"Fang Liu (Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences); Xiaoming Deng (Institute of Software, Chinese Academy of Sciences); Yukun Lai (Cardiff University); Yong-Jin Liu (Tsinghua University); Cuixia Ma (Institute of Software Chinese Academy of Sciences)*; Hongan Wang (Institute of Software, Chinese Academy of Sciences)",Image and Video Synthesis,"Recognition: Detection, Categorization, Retrieval",Poster,2.1,159,J,,,
2672,Foreground-aware Image Inpainting,Wei Xiong (University of Rochester)*; Jiahui Yu (UIUC); Zhe Lin (Adobe Research); Jimei Yang (Adobe); Xin Lu (Adobe); Connelly Barnes (University of Virginia); Jiebo Luo (U. Rochester),Image and Video Synthesis,Vision + Graphics,Poster,2.1,160,J,,,
2711,Art2Real: Unfolding the Reality of Artworks via Semantically-Aware Image-to-Image Translation,Matteo Tomei (University of Modena and Reggio Emilia); Marcella Cornia (University of Modena and Reggio Emilia); Lorenzo Baraldi (University of Modena and Reggio Emilia)*; Rita Cucchiara (Universita Di Modena E Reggio Emilia),Image and Video Synthesis,Deep Learning ; Vision Applications and Systems,Poster,2.1,161,J,,,
2786,Structure-Preserving Stereoscopic View Synthesis with Multi-Scale Adversarial Correlation Matching,Yu Zhang (SenseTime Research)*; Dongqing Zou (SenseTime Research); Jimmy Ren (SenseTime Research); Zhe Jiang (SenseTime Research); Xiaohao Chen (SenseTime Research),Image and Video Synthesis,3D from Single Image; Deep Learning,Poster,2.1,162,J,,,
2998,DynTypo: Example-based Dynamic Text Effects Transfer,Yifang Men (Peking University)*; Zhouhui Lian (Peking University); Jianguo Xiao (PKU); Yingmin Tang (PKU),Image and Video Synthesis,Low-level Vision; Vision Applications and Systems,Poster,2.1,163,J,,,
3151,Arbitrary Style Transfer with Style-Attentional Network​s,Dae Young Park (AIRI); Kwang Hee Lee (Boeing Korea Engineering and Technology Center (BKETC))*,Image and Video Synthesis,Deep Learning ; Representation Learning; Vision Applications and Systems,Poster,2.1,164,J,,,
3159,Typography with Decor: Intelligent Text Style Transfer,Wenjing Wang (Peking University)*; Jiaying Liu (Peking University); Shuai Yang ( Peking University); Zongming Guo (Peking University),Image and Video Synthesis,Computational Photography; Low-level Vision,Poster,2.1,165,J,,,
2331,RL-GAN-Net: A Reinforcement Learning Agent Controlled GAN Network for Real-Time Point Cloud Shape Completion,Muhammad Sarmad (KAIST)*; Hyunjoo Jenny Lee (KAIST-BMMLab); Young Min Kim (KIST),Vision + Graphics,"3D from Multiview and Sensors; Deep Learning ; Segmentation, Grouping and Shape",Poster,2.1,166,K,,,
2432,Photo Wake-Up: 3D Character Animation from a Single Photo,Chung-Yi Weng (University of Washington)*; Brian Curless (University of Washington); Ira Kemelmacher-Shlizerman (University of Washington + Facebook),Vision + Graphics,3D from Single Image; Computational Photography; Image and Video Synthesis,Poster,2.1,167,K,,,
2444,Learning to Light for Mobile Mixed Reality in Unconstrained Environments,Chloe LeGendre (Google Inc.)*; Wan-Chun Alex Ma (Google Inc.); Graham Fyffe (Google Inc.); John P Flynn (Google Inc); Laurent Charbonnel (Google Inc.); Jay Busch (Google Inc.); Paul E Debevec (Google VR),Vision + Graphics,Deep Learning ; Image and Video Synthesis; Scene Analysis and Understanding,Poster,2.1,168,K,,,
2823,Iterative Residual CNNs for Burst Photography Applications,Filippos Kokkinos (Skolkovo Institute of Science and Technology)*; Stamatis Lefkimmiatis (Skolkovo Institute of Science and Technology),Computational Photography,Deep Learning ; Low-level Vision; Optimization Methods,Poster,2.1,169,K,,,
2932,Learning Implicit Fields for Generative Shape Modeling,Zhiqin Chen (Simon Fraser University)*; Hao Zhang (Simon Fraser University),Vision + Graphics,3D from Single Image; Deep Learning,Poster,2.1,170,K,,,
3227,Reliable and Efficient Image Cropping: A Grid Anchor based Approach,"hui zeng (The Hong Kong Polytechnic University)*; lida li (The Hong Kong Polytechnic University); zisheng cao (Da-Jiang Innovations); Lei Zhang (""Hong Kong Polytechnic University, Hong Kong, China"")",Computational Photography,Datasets and Evaluation,Poster,2.1,171,K,,,
3312,Patch-based Progressive 3D Point Set Upsampling,Yifan Wang (ETH Zurich)*; Shihao Wu (ETH Zurich); Hui Huang (Shenzhen University); Daniel Cohen-Or (Tel Aviv University); Olga Sorkine-Hornung (ETH Zurich),Vision + Graphics,3D from Multiview and Sensors; Deep Learning,Poster,2.1,172,K,,,
1405,An Iterative and Cooperative Top-down and Bottom-up Inference Network for Salient Object Detection,Wenguan Wang (Inception Institute of Artificial Intelligence); Jianbing Shen (Beijing Institute of Technology)*; Ming-Ming Cheng (Nankai University); Ling Shao (Inception Institute of Artificial Intelligence),Low-level Vision,Image and Video Synthesis,Poster,2.1,173,L,,,
1936,Deep Stacked Hierarchical Multi-Patch Network for Image Deblurring,"Hongguang Zhang (Australian National University)*; Yuchao Dai (Northwestern Polytechnical University); HONGDONG LI (Australian National University, Australia); Piotr Koniusz (Data61/CSIRO, ANU)",Low-level Vision,Computational Photography; Deep Learning ; Motion and Tracking,Poster,2.1,174,L,,,
2258,Turn a Silicon Camera into an InGaAs Camera,Feifan Lv (Beihang University); Yinqiang Zheng (National Institute of Informatics); BoHan Zhang (Beihang University); Feng Lu (Beihang University)*,Low-level Vision,Image and Video Synthesis,Poster,2.1,175,L,,,
2318,Low-rank Tensor Completion with a New Tensor Nuclear Norm Induced by Invertible Linear Transforms,"Canyi Lu (Carnegie Mellon University)*; Xi Peng (College of Computer Science, Sichuan Univerisity); Yunchao Wei (UIUC)",Optimization Methods,Representation Learning; Statistical Learning,Poster,2.1,176,L,,,
2348,Joint Representative Selection and Feature Learning: A Semi-Supervised Approach,"Suchen Wang (Nanyang Technological University)*; Jingjing Meng (State University of New York at Buffalo); Junsong Yuan (""State University of New York at Buffalo, USA""); Yap-Peng Tan (Nanyang Technological University, Singapore)",Optimization Methods,Representation Learning; Video Analytics; Vision Applications and Systems,Poster,2.1,177,L,,,
2468,The Domain Transform Solver,Akash Bapat (University of North Carolina at Chapel Hill)*; Jan-Michael Frahm (UNC-Chapel Hill),Optimization Methods,3D from Multiview and Sensors,Poster,2.1,178,L,,,
2483,CapSal: Leveraging Captioning to Boost Semantics for Salient Object Detection,Lu Zhang (Dalian University of Technology); Huchuan Lu (Dalian University of Technology)*; Zhe Lin (Adobe Research); Jianming Zhang (Adobe Research); You He (Naval Aviation University),Low-level Vision,,Poster,2.1,179,L,,,
2485,Phase-only Image Based Kernel Estimation for Single-image Blind Deblurring,"Liyuan Pan (The Australian National University)*; Miaomiao Liu (The Australian National University); Yuchao Dai (Northwestern Polytechnical University); RICHARD HARTLEY (Australian National University, Australia)",Low-level Vision,Computer Vision Theory,Poster,2.1,180,L,,,
2752,Hierarchical Discrete Distribution Decomposition for Match Density Estimation,Zhichao Yin (UC Berkeley); Trevor Darrell (UC Berkeley); Fisher Yu (UC Berkeley)*,Low-level Vision,Deep Learning ; Motion and Tracking,Poster,2.1,181,L,,,
2791,FOCNet: A Fractional Optimal Control Network for Image Denoising,"Xixi Jia (Xidian University)*; Sanyang Liu ( Xidian University); Xiangchu Feng ( Xidian University); Lei Zhang (""Hong Kong Polytechnic University, Hong Kong, China"")",Low-level Vision,Deep Learning,Poster,2.1,182,L,,,
2840,Orthogonal Decomposition Network for Pixel-wise Binary Classification,"Chang Liu (University of Chinese Academy of Sciences)*; Fang Wan (University of Chinese Academy of Sciences); Wei Ke (University of Chinese Academy of Sciences); Zhuowei Xiao (Institute of Geology and Geophysics, Chinese Academy of Sciences); Yuan Yao (University of Chinese Academy of Sciences); Xiaosong Zhang (University of Chinese Academy of Sciences); Qixiang Ye (University of Chinese Academy of Sciences, China)",Low-level Vision,"Recognition: Detection, Categorization, Retrieval; Representation Learning; Segmentation, Grouping a",Poster,2.1,183,L,,,
2984,Multi-source weak supervision for saliency detection,Yu Zeng (Dalian University of Technology)*; Huchuan Lu (Dalian University of Technology); Lihe Zhang (Dalian University of Technology); Yunzhi Zhuge (Dalian University of Technology); Mingyang Qian (Dalian University of Technology); Yizhou Yu (Deepwise AI Lab),Low-level Vision,Scene Analysis and Understanding,Poster,2.1,184,L,,,
2999,ComDefend: An Efficient Image Compression Model to Defend Adversarial Examples,Xiaojun Jia (Institute of Information Engineering，Chinese Academy of Sciences); Xingxing Wei (Tsinghua University); Xiaochun Cao (Chinese Academy of Sciences)*; Hassan Foroosh (University of Central Florida),Low-level Vision,Deep Learning,Poster,2.1,185,L,,,
3062,Combinatorial persistency criteria for multicut and max-cut,"Jan-Hendrik Lange (MPI for Informatics)*; Bjoern Andres (University of Tübingen, Bosch Center for AI); Paul Swoboda (MPI for Informatics)",Optimization Methods,"Segmentation, Grouping and Shape",Poster,2.1,186,L,,,
3132,S4Net: Single Stage Salient-Instance Segmentation,Ruochen Fan (Tsinghua University); Ming-Ming Cheng (Nankai University)*; Qibin Hou (Nankai University); Tai-Jiang Mu (Tsinghua University); Jingdong Wang (Microsoft Research); Shimin Hu (Tsinghua University),Low-level Vision,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Vision Applications and Systems",Poster,2.1,187,L,,,
3258,A Decomposition Algorithm for the Sparse Generalized Eigenvalue Problem,"Ganzhao Yuan (Sun Yat-Sen University)*; Li Shen (Tencent AI Lab); WEI-SHI ZHENG (Sun Yat-sen University, China)",Optimization Methods,,Poster,2.1,188,L,,,
2334,Polynomial Representation for Persistence Diagram,"Zhichao Wang (Tsinghua University)*; Qian Li (University of Technology Sydney); Gang Li (Deakin Univeristy, Australia); Guandong Xu (University of Technology Sydney, Australia)",Representation Learning,"Computer Vision Theory; Medical, Biological and Cell Microscopy; Recognition: Detection, Categorizat",Poster,2.1,189,M,,,
2336,Crowd Counting and Density Estimation by Trellis Encoder-Decoder Network,"Xiaolong Jiang (Beihang Unviersity)*; Zehao Xiao (Beihang University); Baochang Zhang (Beihang University); Xiantong Zhen (Inception Institute of Artificial Intelligence); Xianbin Cao (Beihang University, China); David Doermann (University at Buffalo); Ling Shao (Inception Institute of Artificial Intelligence)",Scene Analysis and Understanding,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Vision Applications and Systems",Poster,2.1,190,M,,,
2492,Cross-atlas Convolution for Parameterization Invariant Learning on Textured Mesh Surface,Shiwei Li (HKUST)*; Zixin Luo (HKUST); Mingmin Zhen (Hong Kong University of Science and Technology); Yao Yao (The Hong Kong University of Science and Technology); Tianwei Shen (HKUST); Tian Fang (Altizure); Long Quan (Hong Kong University of Science and Technology),Representation Learning,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Segmentation, Grouping and Shape",Poster,2.1,191,M,,,
2699,Deep Surface Normal Estimation with Hierarchical RGB-D Fusion,Jin Zeng (SenseTime Research)*; Yanfeng Tong (Beijing Institute of Technology); Yunmu Huang (SenseTime Research); Qiong Yan (SenseTime Group Limited); Wenxiu Sun (SenseTime Research); Jing Chen (Beijing Institute of Technology); Yongtian Wang (Beijing Institute of Technology),Scene Analysis and Understanding,Deep Learning,Poster,2.1,192,M,,,
2807,Knowledge-Embedded Routing Network for Scene Graph Generation,Tianshui Chen (Sun Yat-Sen University)*; Weihao Yu (Sun Yat-sen University); Riquan Chen (Sun Yat-Sen University); Liang Lin (Sun Yat-sen University),Scene Analysis and Understanding,Visual Reasoning,Poster,2.1,193,M,,,
2873,An End-to-end Network for Panoptic Segmentation,"huanyu liu (Zhejiang University)*; Chao Peng (Megvii(Face++) Inc); Changqian Yu (Huazhong University of Science and Technology); Jingbo Wang (Peking University); Xu Liu (The University of Tokyo); Gang Yu (Face++); Wei Jiang (Department of Control Science and Engineering, Zhejiang University)",Scene Analysis and Understanding,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Robotics + Driving; Segmentation,",Poster,2.1,194,M,,,
2950,Fast and Flexible Indoor Scene Synthesis with Deep Convolutional Generative Models,Daniel Ritchie (Brown University)*; Kai Wang (Brown University); Yu-An Lin (Brown University),Scene Analysis and Understanding,Deep Learning ; Vision + Graphics,Poster,2.1,195,M,,,
3081,Marginalized Latent Semantic Encoder for Zero-Shot Learning,Zhengming Ding (IUPUI)*; Hongfu Liu (Brandeis University),Representation Learning,"Recognition: Detection, Categorization, Retrieval",Poster,2.1,196,M,,,
3177,Scale-Adaptive Neural Dense Features: Learning via Hierarchical Context Aggregation,Jaime Spencer Martin (University of Surrey)*; Richard Bowden (University of Surrey); Simon Hadfield (University of Surrey),Representation Learning,"Deep Learning ; Robotics + Driving; Segmentation, Grouping and Shape",Poster,2.1,197,M,,,
3213,Unsupervised Embedding Learning Using Invariant and Spreading Instance Feature,"Mang YE (Hong Kong Baptist University)*; Xu Zhang (Columbia University); PongChi Yuen (Department of Computer Science, Hong Kong Baptist University); Shih-Fu Chang (Columbia University)",Representation Learning,"Recognition: Detection, Categorization, Retrieval",Poster,2.1,198,M,,,
3256,Learning Deep Compositional Grammatical Architectures for Visual Recognition,Xilai Li (NC State University); Tianfu Wu (NC State University)*; Xi Song (None),Representation Learning,"Deep Learning ; Recognition: Detection, Categorization, Retrieval",Poster,2.1,199,M,,,
3270,A Robust Local Spectral Descriptor for Matching Non-Rigid Shapes with Incompatible Shape Structures,"Yiqun Wang (NLPR, Institute of Automation, Chinese Academy of Sciences)*; Jianwei Guo (NLPR, Institute of Automation, Chinese Academy of Sciences); Yan Dong-Ming (NLPR, CASIA); Kai Wang (CNRS, GIPSA-lab); Xiaopeng Zhang (Institute of Automation, Chinese Academy of Sciences)",Scene Analysis and Understanding,"Face, Gesture, and Body Pose ; Low-level Vision; Vision + Graphics",Poster,2.1,200,M,,,
1800,Context and Attribute Grounded Dense Captioning,"Guojun Yin (University of Science and Technology of China); Lu Sheng (The Chinese University of Hong Kong)*; Bin Liu (University of Science and Technology of China); Nenghai Yu (University of Science and Technology of China); Xiaogang Wang (Chinese University of Hong Kong, Hong Kong); Jing Shao (Sensetime)",Vision + Language,Scene Analysis and Understanding,Poster,2.1,201,N,,,
2206,Spot and Learn: A Maximum-Entropy Image Patch Sampler for Few-Shot Classification,Wen-Hsuan Chu (Carnegie Mellon University)*; Jing-Cheng Chang (National Taiwan University); Yu-Jhe Li (National Taiwan University); Yu-Chiang Frank Wang (National Taiwan University),Visual Reasoning,Deep Learning,Poster,2.1,202,N,,,
2349,Interpreting CNNs via Explanatory Trees,"Quanshi Zhang (Shanghai Jiao Tong University)*; Yu Yang (UCLA); Haotian Ma (Southern University of Science and Technology); Ying Nian Wu (University of California, Los Angeles)",Visual Reasoning,"Deep Learning ; Others; Representation Learning; Segmentation, Grouping and Shape; Statistical Learn",Poster,2.1,203,N,,,
2380,Dense Relational Captioning: Triple-Stream Networks for Relationship-Based Captioning,Dong-Jin Kim (KAIST)*; Jinsoo Choi (KAIST); Tae-Hyun Oh (MIT CSAIL); In So Kweon (KAIST),Vision + Language,Deep Learning,Poster,2.1,204,N,,,
2401,Deep Modular Co-Attention Networks for Visual Question Answering,Zhou Yu (Hangzhou Dianzi University)*; Jun Yu (HDU); Yuhao Cui (Hangzhou Dianzi University); Dacheng Tao (University of Sydney); Qi Tian (Huawei Noah’s Ark Lab),Vision + Language,Visual Reasoning,Poster,2.1,205,N,,,
2591,Synthesizing Environment-Aware Activities via Activity Sketches,Yuan-Hong Liao (National Tsing Hua University)*; Sanja Fidler (University of Toronto); Antonio Torralba (MIT); Xavier Puig (MIT); Marko Boben (University of Ljubljana),Vision + Language,Datasets and Evaluation,Poster,2.1,206,N,,,
2710,"Show, Control and Tell: A Framework for Generating Grounded and Controllable Captions",Marcella Cornia (University of Modena and Reggio Emilia); Lorenzo Baraldi (University of Modena and Reggio Emilia)*; Rita Cucchiara (Universita Di Modena E Reggio Emilia),Vision + Language,Deep Learning ; Visual Reasoning,Poster,2.1,207,N,,,
2730,Multi-target Embodied Question Answering,Licheng Yu (University of North Carolina at Chapel Hill)*; Xinlei Chen (Facebook AI Research); Georgia Gkioxari (Facebook); Mohit Bansal (University of North Carolina at Chapel Hill); Tamara Berg (University on North carolina); Dhruv Batra (Georgia Tech & Facebook AI Research),Vision + Language,Visual Reasoning,Poster,2.1,208,N,,,
2795,Visual question answering as reading comprehension,Hui Li (the University of Adelaide)*; Peng Wang (Northwestern Polytechnical University); Chunhua Shen (University of Adelaide); Anton van den Hengel (University of Adelaide),Vision + Language,Visual Reasoning,Poster,2.1,209,N,,,
3040,StoryGAN: A Sequential Conditional GAN for Story Visualization,Yitong Li (Duke University)*; Jianfeng Gao (Microsoft Research); David Carlson (Duke); Yu Cheng (Microsoft); Zhe Gan (Microsoft); Jingjing Liu (Microsoft); Lawrence Carin Duke (CS); Yelong Shen (Microsoft); Yuexin Wu (Carnegie Mellon University),Vision + Language,,Poster,2.1,210,N,,,
2298,Noise-Aware Unsupervised Deep Lidar-Stereo Fusion,"Xuelian Cheng (Australian National University); Yiran Zhong (Australian National University); Yuchao Dai (Northwestern Polytechnical University)*; Pan Ji (NEC Laboratories America); HONGDONG LI (Australian National University, Australia)",Robotics + Driving,3D from Multiview and Sensors; RGBD sensors and analytics,Poster,2.1,211,O,,,
2513,Versatile Multiple Choice Learning and Its Application to Vision Computing,Kai Tian (Fudan University); Yi Xu (Fudan University); Shuigeng Zhou (Fudan University)*; Jihong Guan (Tongji University),Vision Applications and Systems,"Deep Learning ; Recognition: Detection, Categorization, Retrieval",Poster,2.1,212,O,,,
