Paper ID,Paper Title,Author Names,Primary Subject Area,Secondary Subject Areas,Status,Day.Time.Track,Group,Topic,,,Track 1,Track 2,Track 3
5126,From Recognition to Cognition: Visual Commonsense Reasoning,"Rowan Zellers (University of Washington)*; Yonatan Bisk (University of Washington); Ali Farhadi (University of Washington, Allen Institute for Artificial Intelligence); Yejin Choi (University of Washington)",Vision + Language,"Recognition: Detection, Categorization, Retrieval; Scene Analysis and Understanding; Visual Reasonin",Oral,2.2.2,5,,,,,,
3587,The Regretful Agent: Heuristic-Aided Navigation through Progress Estimation,Chih-Yao Ma (Georgia Institute of Technology)*; Zuxuan Wu (UMD); Ghassan AlRegib (Georgia Institute of Technology �); Caiming Xiong (Salesforce Research); Zsolt Kira (Georgia Institute of Technology),Vision + Language,Visual Reasoning,Oral,2.2.2,6,,,,,,
6287,Tactical Rewind: Self-Correction via Backtracking in Vision-and-Language Navigation,Liyiming Ke (University of Washington); Xiujun Li (Microsoft Research)*; Yonatan Bisk (University of Washington); Ari Holtzman (University of Washington); Zhe Gan (Microsoft); Jingjing Liu (Microsoft); Jianfeng Gao (Microsoft Research); Yejin Choi (University of Washington); Siddhartha Srinivasa (University of Washington),Vision + Language,Robotics + Driving,Oral,2.2.2,6,,,,,,
1770,Learning to Learn How to Learn: Self-Adaptive Visual Navigation using Meta-Learning,"Mitchell N Wortsman (Allen Institute for Artificial Intelligence); Kiana Ehsani (University of Washington); Mohammad Rastegari (Allen Institute for Artificial Intelligence); Ali Farhadi (University of Washington, Allen Institute for Artificial Intelligence); Roozbeh Mottaghi (Allen Institute for AI)*",Visual Reasoning,Scene Analysis and Understanding; Statistical Learning,Oral,2.2.2,6,,,,,,
1064,From One Photon to a Billion: High Flux Imaging with Single-Photon Sensors,"Atul N Ingle (University of Wisconsin-Madison)*; Andreas Velten (University of Wisconsin - Madison); Mohit Gupta (""University of Wisconsin-Madison, USA "")",Computational Photography,Physics-based Vision and Shape-from-X,Oral,2.2.3,1,Comp. Photography & Graphics,,,,,
1624,Photon-Flooded Single-Photon 3D Cameras,"Anant Gupta (University of Wisconsin Madison)*; Atul N Ingle (University of Wisconsin-Madison); Andreas Velten (University of Wisconsin - Madison); Mohit Gupta (""University of Wisconsin-Madison, USA "")",Computational Photography,Physics-based Vision and Shape-from-X,Oral,2.2.3,1,,,,,,
2059,Acoustic Non-Line-of-Sight Imaging,David Lindell (Stanford University)*; Gordon Wetzstein (Stanford University); Vladlen Koltun (Intel Labs),Computational Photography,,Oral,2.2.3,1,,,,,,
3310,Steady-state Non-Line-of-Sight Imaging,Wenzheng Chen (University of Toronto); Simon Daneau (Algolux)*; Colin Brosseau (Algolux); Felix Heide (Princeton University),Computational Photography,Low-level Vision; Physics-based Vision and Shape-from-X,Oral,2.2.3,2,,,,,,
2427,A Theory of Fermat Paths for Non-Line-of-Sight Shape Reconstruction,Shumian Xin (Carnegie Mellon University); Sotiris Nousias (University College London); Kyros Kutulakos (University of Toronto); Aswin Sankaranarayanan (Carnegie Mellon University); Srinivasa G Narasimhan (Carnegie Mellon University); Ioannis Gkioulekas (Carnegie Mellon University)*,Computational Photography,Physics-based Vision and Shape-from-X,Oral,2.2.3,2,,,,,,
474,End-to-end Projector Photometric Compensation,Bingyao Huang (Temple University)*; Haibin Ling (Temple University),Vision + Graphics,Computational Photography; Deep Learning ; Others,Oral,2.2.3,2,,,,,,
2605,Bringing a Blurry Frame Alive at High Frame-Rate with an Event Camera,"Liyuan Pan (The Australian National University)*; cedric scheerlinck (The Australian National University); RICHARD HARTLEY (Australian National University, Australia); Miaomiao Liu (The Australian National University); Yuchao Dai (Northwestern Polytechnical University); Xin Yu (Australian National University)",Computational Photography,Image and Video Synthesis; Vision Applications and Systems,Oral,2.2.3,3,,,,,,
5932,Bringing Alive Blurred Moments!,"Kuldeep Purohit (Indian Institute of Technology Madras)*; Anshul Shah (University of Maryland, College Park); Rajagopalan N Ambasamudram (Indian Institute of Technology Madras)",Computational Photography,Low-level Vision,Oral,2.2.3,3,,,,,,
1607,Learning to Synthesize Motion Blur,Tim Brooks (Google)*; Jonathan T Barron (Google Research),Computational Photography,Deep Learning ; Image and Video Synthesis; Motion and Tracking; Vision + Graphics,Oral,2.2.3,3,,,,,,
2861,Underexposed Photo Enhancement using Deep Illumination Estimation,"Ruixing Wang (The Chinese University of Hong Kong); Qing Zhang ( Sun Yat-sen University); Chi-Wing Fu (The Chinese University of Hong Kong); Xiaoyong Shen (Tencent); WEI-SHI ZHENG (Sun Yat-sen University, China)*; Jiaya Jia (Chinese University of Hong Kong)",Computational Photography,Deep Learning ; Low-level Vision,Oral,2.2.3,4,,,,,,
2843,Blind Visual Motif Removal from a Single Image,Amir Hertz (Tel Aviv University)*; Sharon Fogel (Tel-Aviv university); Rana Hanocka (TAU); Raja Giryes (Tel Aviv University); Danny Cohen-Or (Tel Aviv University),Vision + Graphics,Deep Learning,Oral,2.2.3,4,,,,,,
6541,Non-local Meets Global: An Integrated Paradigm for Hyperspectral Denoising,Wei He (RIKEN AIP)*; Quanming Yao (4Paradigm); Chao Li (RIKEN); Naoto Yokoya (RIKEN Center for Advanced Intelligence Project (AIP)); Qibin Zhao (RIKEN),Low-level Vision,Vision + Graphics,Oral,2.2.3,4,,,,,,
4943,Total Scene Capture: Neural Rerendering in the Wild,"Moustafa Meshry (University of Maryland)*; Ricardo Martin-Brualla (Google); Noah Snavely (Cornell University and Google AI); Hugues Hoppe (Google Inc.); Sameh Khamis (Google); Rohit Pandey (Google); Dan B Goldman (Google, Inc.)",Vision + Graphics,3D from Multiview and Sensors; Image and Video Synthesis,Oral,2.2.3,5,,,,,,
430,GeoNet: Deep Geodesic Networks for Point Cloud Analysis,Tong He (UCLA)*; Haibin Huang (Face++ (Megvii)); Li Yi (Stanford); Yuqian Zhou (UIUC); QIHAO WU (Face++ (Megvii)); jue wang (Face++ (Megvii)); Stefano Soatto (UCLA),Vision + Graphics,"Deep Learning ; Representation Learning; Segmentation, Grouping and Shape",Oral,2.2.3,5,,,,,,
2440,MeshAdv: Adversarial Meshes for Visual Recognition,"CHAOWEI XIAO (University of Michigan, Ann Arbor); Dawei Yang (University of Michigan, Ann Arbor)*; Bo Li (University of Illinois at Urbana–Champaign); Jia Deng (Princeton University); mingyan liu (university of Michigan, Ann Arbor)",Vision + Graphics,Deep Learning,Oral,2.2.3,5,,,,,,
4701,Fast Spatially-Varying Indoor Lighting Estimation,Mathieu Garon (Université Laval); Kalyan Sunkavalli (Adobe Research); Nathan Carr (Adobe); Sunil Hadap (Adobe); Jean-Francois Lalonde (Université Laval)*,Vision + Graphics,Computational Photography; Deep Learning,Oral,2.2.3,6,,,,,,
1188,Neural Illumination: Lighting Prediction for Indoor Environments,"Shuran Song (Princeton)*; Thomas Funkhouser (Princeton University and Google, Inc.)",Vision + Graphics,3D from Single Image; Scene Analysis and Understanding,Oral,2.2.3,6,,,,,,
4363,Deep Sky Modeling for Single Image Outdoor Lighting Estimation,Yannick Hold-Geoffroy (Adobe Research)*; Akshaya Athwale (Indian Institute of Technology Dhanbad); Jean-Francois Lalonde (Université Laval),Vision + Graphics,Computational Photography; Deep Learning ; Scene Analysis and Understanding,Oral,2.2.3,6,,,,,,
2180,Holistic and Comprehensive Annotation of Clinically Significant Findings on Diverse CT Images: Learning from Radiology Reports and Label Ontology,"Ke Yan (National Institutes of Health)*; Yifan Peng (NIH); Veit Sanfort (NIH); Mohammadhadi Bagheri (National Institutes of Health); Zhiyong Lu (NLM/NCBI/NIH); Ronald Summers (National Institutes of Health, Bethesda, Maryland, United States)","Medical, Biological and Cell Microscopy","Datasets and Evaluation; Deep Learning ; Recognition: Detection, Categorization, Retrieval; Represen",Oral,3.1.1,1,Applications,,,,,
4246,Robust Histopathology Image Analysis: to Label or to Synthesize?,Le Hou (Stony Brook University)*; Ayush Agarwal (Stanford University); Dimitris Samaras (Stony Brook University); Tahsin Kurc (Stony Brook University); Rajarsi Gupta (Stony Brook University); Joel Saltz (Stony Brook University),"Medical, Biological and Cell Microscopy","Segmentation, Grouping and Shape; Vision Applications and Systems",Oral,3.1.1,1,,,,,,
6477,Data augmentation with spatial and appearance transforms for one-shot medical image segmentation,Amy Zhao (MIT)*; Guha Balakrishnan (MIT); Fredo Durand (MIT); John Guttag (MIT); Adrian V Dalca (MIT),"Medical, Biological and Cell Microscopy",Image and Video Synthesis,Oral,3.1.1,1,,,,,,
1853,Shifting More Attention to Video Salient Object Detection,Deng-Ping Fan (Nankai University); Wenguan Wang (Inception Institute of Artificial Intelligence); Ming-Ming Cheng (Nankai University)*; Jianbing Shen (Beijing Institute of Technology),Vision Applications and Systems,Low-level Vision,Oral,3.1.1,2,,,,,,
864,Neural Task Graphs: Generalizing to Unseen Tasks from a Single Video Demonstration,De-An Huang (Stanford University)*; Suraj Nair (Stanford University); Danfei Xu (Stanford University); Yuke Zhu (Stanford University); Animesh Garg (Stanford University); Li Fei-Fei (Stanford University); Silvio Savarese (Stanford University); Juan Carlos Niebles (Stanford University),Robotics + Driving,Visual Reasoning,Oral,3.1.1,2,,,,,,
1296,Beyond Tracking: Selecting Memory and Refining Poses for Deep Visual Odometry,"Fei Xue (Peking University)*; Xin Wang (Peking University); Shunkai Li (Peking University); Qiuyuan Wang (Peking University); Junqiu Wang (Beijing Changcheng Aviation Measurement and Control Institute); Hongbin Zha (Peking University, China)",Robotics + Driving,Deep Learning ; Motion and Tracking,Oral,3.1.1,2,,,,,,
3139,Image Generation from Layout,Bo Zhao (University of British Columbia)*; Lili Meng (University of British Columbia); Weidong Yin (University of British Columbia); Leonid Sigal (University of British Columbia),Vision Applications and Systems,Vision + Graphics,Oral,3.1.1,3,,,,,,
4603,Multimodal Explanations by Predicting Counterfactuality in Videos,Atsushi Kanehira (The University of Tokyo)*; Kentaro Takemoto (University of Tokyo); Sho Inayoshi (The University of Tokyo); Tatsuya Harada (The University of Tokyo),Vision Applications and Systems,Video Analytics; Vision + Language,Oral,3.1.1,3,,,,,,
4606,Learning to Explain with Complemental Examples,Atsushi Kanehira (The University of Tokyo)*; Tatsuya Harada (The University of Tokyo),Vision Applications and Systems,Vision + Language,Oral,3.1.1,3,,,,,,
3441,HAQ: Hardware-Aware Automated Quantization,Kuan Wang (MIT); Zhijian Liu (MIT); Yujun Lin (MIT); Ji Lin (MIT); Song Han (MIT)*,Vision Applications and Systems,Deep Learning,Oral,3.1.1,4,,,,,,
4965,Content Authentication for Neural Imaging Pipelines: End-to-end Optimization of Photo Provenance in Complex Distribution Channels,Pawel Korus (New York University)*; Nasir Memon (New York University),Vision Applications and Systems,Low-level Vision,Oral,3.1.1,4,,,,,,
5712,Inverse Procedural Modeling of Knitwear,Elena Trunz (University of Bonn)*; Sebastian Merzbach (University of Bonn); Jonathan Klein (University of Bonn); Thomas Schulze (University of Bonn); Michael Weinmann (University of Bonn); Reinhard Klein (University of Bonn),Vision Applications and Systems,,Oral,3.1.1,4,,,,,,
2857,Estimating 3D Motion and Forces of Person-Object Interactions from Monocular Video,Zongmian Li (INRIA Paris)*; Jiri Sedlar (CVUT); Justin Carpentier (INRIA); Ivan Laptev (INRIA Paris); Nicolas Mansard (LAAS-CNRS); Josef Sivic (INRIA),Robotics + Driving,Action Recognition ; Video Analytics,Oral,3.1.1,5,,,,,,
4235,DeepMapping: Unsupervised Map Estimation From Multiple Point Clouds,Li Ding (University of Rochester); Chen Feng (New York University)*,Robotics + Driving,3D from Multiview and Sensors; Deep Learning ; RGBD sensors and analytics,Oral,3.1.1,5,,,,,,
4880,End-to-end Interpretable Neural Motion Planner,"Wenyuan Zeng (Uber ATG, University of Toronto); Wenjie Luo (Uber ATG / University of Toronto)*; Shun Da Suo (Uber ATG, University of Toronto); Abbas Sadat (Uber ATG); Bin Yang (Uber ATG & University of Toronto); Sergio Casas Romero (Uber ATG, University of Toronto); Raquel Urtasun (Uber ATG)",Robotics + Driving,,Oral,3.1.1,5,,,,,,
2609,"Divergence Triangle for Joint Training of Generator Model, Energy-based Model, and Inferential Model","Tian Han (University of California, Los Angeles)*; Erik Nijkamp (UCLA); Xiaolin Fang (Zhejiang University); Mitchell K Hill (UCLA Department of Statistics); Song-Chun Zhu (UCLA); Ying Nian Wu (University of California, Los Angeles)",Statistical Learning,Deep Learning ; Image and Video Synthesis,Oral,3.1.2,1,"Learning, Physics, Theory, & Datasets",,,,,
2829,IMAGE DEFORMATION META-NETWORK FOR ONE-SHOT LEARNING,Zitian Chen (Fudan University); Yanwei Fu (Fudan University)*; Yu-Xiong Wang (Carnegie Mellon University); Lin Ma (Tencent AI Lab); Wei Liu (Tencent); Martial Hebert (Carnegie Mellon University),Statistical Learning,Representation Learning,Oral,3.1.2,1,,,,,,
4917,Online high-rank matrix completion,Jicong Fan (Cornell University)*; Madeleine Udell (Cornell University),Statistical Learning,"Big Data, Large Scale Methods ; Motion and Tracking",Oral,3.1.2,1,,,,,,
1274,Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,Tiancheng Zhi (Carnegie Mellon University)*; Bernardo Pires (-); Martial Hebert (Carnegie Mellon School of Computer Science); Srinivasa G Narasimhan (Carnegie Mellon University),Physics-based Vision and Shape-from-X,Computational Photography,Oral,3.1.2,2,,,,,,
2138,ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,"Samarth Brahmbhatt (Georgia Institute of Technology)*; Cusuh Ham (Georgia Institute of Technology); Charlie Kemp (Georgia Institute of Technology); James Hays (Georgia Institute of Technology, USA)",Datasets and Evaluation,"Others; Robotics + Driving; Segmentation, Grouping and Shape",Oral,3.1.2,2,,,,,,
4535,Robust Subspace Clustering with Independent and Piecewise Identically Distributed Noise Modeling,Yuanman Li (University of Macau); Jiantao Zhou (University of Macau)*; Xianwei Zheng (Foshan University); Jinyu Tian (University of Macau); Yuan Yan Tang (University of Macau),Computer Vision Theory,"Representation Learning; Segmentation, Grouping and Shape; Vision Applications and Systems",Oral,3.1.2,2,,,,,,
4185,What Correspondences Reveal about Unknown Camera and Motion Models?,Thomas Probst (ETH Zurich)*; Ajad Chhatkuli (ETH Zurich); Danda Pani Paudel (ETH Zürich); Luc Van Gool (ETH Zurich),Computer Vision Theory,3D from Multiview and Sensors,Oral,3.1.2,3,,,,,,
1504,Self-calibrating Deep Photometric Stereo Networks,Guanying Chen (The University of Hong Kong)*; Kai Han (University of Oxford); Boxin Shi (Peking University); Yasuyuki Matsushita (Osaka University); Kwan-Yee K. Wong (The University of Hong Kong),Physics-based Vision and Shape-from-X,Computational Photography,Oral,3.1.2,3,,,,,,
4994,Know Before You Go: 3D Tracking and Forecasting with Rich Maps,"John W Lambert (Georgia Institute of Technology)*; James Hays (Georgia Institute of Technology, USA); Jagjeet Singh (CMU); MingFang Chang (Carnegie Mellon University); Simon Lucey (CMU); Deva Ramanan (Carnegie Mellon University); Patsorn Sangkloy (Georgia Institute of Technology); De Wang (Argo AI); Pete Carr (Argo AI)",Datasets and Evaluation,3D from Multiview and Sensors; Robotics + Driving,Oral,3.1.2,3,,,,,,
5176,Side Window Filtering,Hui Yin (Shenzhen University); Yuanhao Gong (Shenzhen University); Guoping Qiu (Shenzhen University)*,Computer Vision Theory,Low-level Vision; Others,Oral,3.1.2,4,,,,,,
2319,Defense Against Adversarial Images using Web-Scale Nearest-Neighbor Search,Abhimanyu Dubey (Massachusetts Institute of Technology)*; Laurens van der Maaten (Facebook); Zeki Yalniz (Facebook); Yixuan Li (Facebook Research); Dhruv Mahajan (Facebook),"Big Data, Large Scale Methods",Datasets and Evaluation; Deep Learning ; Representation Learning; Visual Reasoning,Oral,3.1.2,4,,,,,,
1519,Incremental Object Learning from Contiguous Views,Stefan Stojanov (Georgia Institute of Technology)*; Samarth Mishra (Georgia Institute of Technology); Ngoc Anh Thai (Georgia Institute of Technology); Nikhil Dhanda (Georgia Institute of Technology); Ahmad Humayun (Georgia Institute of Technology); Linda Smith (Indiana University); Chen Yu (Indiana University); James Rehg (Georgia Institute of Technology),Datasets and Evaluation,"Deep Learning ; Image and Video Synthesis; Recognition: Detection, Categorization, Retrieval",Oral,3.1.2,4,,,,,,
3627,IP102: A Large-Scale Benchmark Dataset for Insect Pest Recognition,Xiaoping Wu (Nankai University); Chi Zhan (Nankai University); Yukun Lai (Cardiff University); Ming-Ming Cheng (Nankai University); Jufeng Yang (Nankai University )*,Datasets and Evaluation,Vision Applications and Systems,Oral,3.1.2,5,,,,,,
6334,CityFlow: A City-Scale Benchmark for Multi-Target Multi-Camera Vehicle Tracking and Re-Identification,ZHENG TANG (University of Washington)*; Milind Naphade (NVidia); Ming-Yu Liu (NVIDIA); Xiaodong Yang (NVIDIA Research); Stan Birchfield (NVIDIA); Shuo Wang (NVidia); Ratnesh Kumar (NVIDIA); David Anastasiu (SJSU); Jenq-Neng Hwang (University of WA�),Datasets and Evaluation,"Big Data, Large Scale Methods ; Motion and Tracking",Oral,3.1.2,5,,,,,,
6439,Social-IQ: A Question Answering Benchmark for Open-ended Social Intelligence,Amir Zadeh (CMU LTI)*; Michael K Chan (CMU); Paul Pu Liang (Carnegie Mellon University); Edmund Tong (CMU); Louis-Philippe Morency (Carnegie Mellon University),Datasets and Evaluation,Vision + Language ; Visual Reasoning,Oral,3.1.2,5,,,,,,
3471,UPSNet: A Unified Panoptic Segmentation Network,Yuwen Xiong (Uber ATG; University of Toronto)*; Renjie Liao (University of Toronto); Hengshuang Zhao (The Chinese University of Hong Kong); Rui Hu (Uber); Min Bai (University of Toronto); Ersin Yumer (Uber ATG); Raquel Urtasun (Uber ATG),Scene Analysis and Understanding,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Segmentation, Grouping and Shape;",Oral,3.1.3,1,Grouping,,,,,
5828,Joint Semantic-Instance Segmentation of 3D Point Clouds Using Multi-Set Label Conditional Random Fields,"Quang-Hieu Pham (Singapore University of Technology and Design)*; Binh-Son Hua (The University of Tokyo); Thanh Nguyen (Deakin University, Australia); Gemma Roig (MIT); Sai-Kit Yeung (Hong Kong University of Science and Technology)",Scene Analysis and Understanding,"Deep Learning ; Segmentation, Grouping and Shape",Oral,3.1.3,1,,,,,,
1303,Proposal-free instance segmentation with a clustering loss function,Davy Neven (KULeuven)*; Bert De Brabandere (KU Leuven); Marc Proesmans (KU Leuven); Luc Van Gool (ETH Zurich),"Segmentation, Grouping and Shape","Recognition: Detection, Categorization, Retrieval",Oral,3.1.3,1,,,,,,
153,Deep Instance Co-segmentation by Co-peak Search and Co-saliency Detection,Kuang-Jui Hsu (Academia Sinica)*; Yen-Yu Lin (Academia Sinica); Yung-Yu Chuang (National Taiwan University),"Segmentation, Grouping and Shape",Datasets and Evaluation; Deep Learning ; Low-level Vision,Oral,3.1.3,2,,,,,,
4250,Improving Semantic Segmentation via Video Propagation and Label Relaxation,Yi Zhu (UC Merced); Karan Sapra (NVIDIA)*; Fitsum Reda (NVIDIA); Kevin Shih (NVIDIA); Shawn Newsam (UC Merced); Andrew Tao (NVIDIA); Bryan Catanzaro (NVIDIA),"Segmentation, Grouping and Shape",Deep Learning ; Image and Video Synthesis,Oral,3.1.3,2,,,,,,
3121,Accel: A Corrective Fusion Network for Efficient Semantic Segmentation on Video,Samvit Jain (UC Berkeley)*; Xin Wang (UC Berkeley); Joey Gonzalez (Berkeley),"Segmentation, Grouping and Shape",Scene Analysis and Understanding,Oral,3.1.3,2,,,,,,
4311,Shape2Motion: Joint Analysis of Motion Parts and Attributes from 3D Shapes,"Xiaogang Wang (State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering,Beihang University); Kai Xu (National University of Defense Technology)*; Yahao Shi (State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering,Beihang University); Bin Zhou (State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering,Beihang University); Xiaowu Chen (); Qinping Zhao (State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering,Beihang University)","Segmentation, Grouping and Shape",Scene Analysis and Understanding; Vision + Graphics,Oral,3.1.3,3,,,,,,
256,Semantic Correlation Promoted Shape-Variant Context for Segmentation,Henghui Ding (Nanyang Technological University)*; Xudong Jiang (Nanyang Technological University); Bing Shuai (Amazon); Ai Qun Liu (Nanyang Technological University); Gang Wang (Alibaba Group),"Segmentation, Grouping and Shape",Deep Learning ; Scene Analysis and Understanding,Oral,3.1.3,3,,,,,,
2493,Relation-Shape Convolutional Neural Network for Point Cloud Analysis,"Yongcheng Liu (Institute of Automation, Chinese Academy of Sciences)*; Bin Fan (Institute of Automation, Chinese Academy of Sciences, China); SHIMING XIANG (Chinese Academy of Sciences, China); Chunhong Pan (Institute of Automation, Chinese Academy of Sciences)","Segmentation, Grouping and Shape",Deep Learning ; Representation Learning,Oral,3.1.3,3,,,,,,
1233,Enhancing Diversity of Defocus Blur Detectors via Cross-Ensemble Network,Wenda Zhao (Dalian University of Technology)*; Bowen Zheng (Dalian University of Technology); Qiuhua Lin (Dalian University of Technology); Huchuan Lu (Dalian University of Technology),"Segmentation, Grouping and Shape",Deep Learning,Oral,3.1.3,4,,,,,,
2793,BubbleNets: Learning to Select the Guidance Frame in Video Object Segmentation by Deep Sorting Frames,Brent Griffin (University of Michigan)*; Jason J Corso (University of Michigan),"Segmentation, Grouping and Shape",Datasets and Evaluation; Deep Learning ; Motion and Tracking,Oral,3.1.3,4,,,,,,
3074,Collaborative Global-Local Networks for Memory-Efficient Segmentation of Ultra-high Resolution Images,Wuyang Chen (Texas A&M University)*; Ziyu Jiang (Texas A&M University); Zhangyang Wang (TAMU); Kexin Cui (Texas A&M University); Xiaoning Qian (Texas A&M University),"Segmentation, Grouping and Shape",Deep Learning,Oral,3.1.3,4,,,,,,
3203,Efficient Parameter-free Clustering Using First Neighbor Relations,Saquib Sarfraz (Karlsruhe Institute of Technology)*; Vivek Sharma (Karlsruhe Institute of Technology); Rainer Stiefelhagen (Karlsruhe Institute of Technology),"Segmentation, Grouping and Shape","Big Data, Large Scale Methods ; Others; Representation Learning; Vision Applications and Systems",Oral,3.1.3,5,,,,,,
3859,Learning Personalized Modular Network Guided by Structured Knowledge,Xiaodan Liang (Sun Yat-sen University)*,"Segmentation, Grouping and Shape",Deep Learning,Oral,3.1.3,5,,,,,,
5616,A Generative Appearance Model for End-to-end Video Object Segmentation,Joakim Johnander (Linköping University)*; Martin Danelljan (ETH Zurich); Emil Brissman (Linköping University); Fahad Shahbaz Khan (Inception Institute of Artificial Intelligence); Michael Felsberg (Linköping University),"Segmentation, Grouping and Shape",Motion and Tracking,Oral,3.1.3,5,,,,,,
3041,Practical Full Resolution Learned Lossless Image Compression,Fabian Mentzer (ETH Zurich)*; Eirikur Agustsson (ETH Zurich); Michael Tschannen (ETH Zurich); Radu Timofte (ETH Zurich); Luc Van Gool (ETH Zurich),Deep Learning,Representation Learning,Oral,3.2.1,1,Deep Learning,,,,,
6930,Image-to-Image Translation via Group-wise Deep Whitening and Coloring,Wonwoong Cho (Korea University); Sungha Choi (Korea University); David Park (Korea University); Inkyu Shin (Hanyang University); Jaegul Choo (Korea University)*,Deep Learning,Computer Vision Theory; Image and Video Synthesis; Vision Applications and Systems,Oral,3.2.1,1,,,,,,
6265,Max-Sliced Wasserstein Distance and its use for GANs,"Ishan Deshpande (-); Yuan-Ting Hu (University of Illinois at Urbana-Champaign); Ruoyu Sun (University of Illinois at Urbana-Champaign); Ayis Pyrros (Dupagemd); Nasir Siddiqui (Dupagemd); Sanmi Koyejo (University of Illinois, Urbana-Champaign); Zhizhen Zhao (University of Illinois at Urbana-Champaign); David Forsyth (Univeristy of Illinois at Urbana-Champaign); Alexander Schwing (UIUC)*",Deep Learning,,Oral,3.2.1,1,,,,,,
3073,Meta-Learning with Differentiable Convex Optimization,"Kwonjoon Lee (UC San Diego)*; Subhransu Maji (University of Massachusetts, Amherst); Avinash Ravichandran (Amazon); Stefano Soatto (AWS Amazon ML)",Deep Learning,Representation Learning,Oral,3.2.1,2,,,,,,
4645,Unsupervised Visual Domain Adaptation: A Deep Max-Margin Gaussian Process Approach,"Minyoung Kim (SeoulTech, Rutgers University)*; Pritish Sahu (Rutgers University); Behnam Gholami (Rutgers University); Vladimir Pavlovic (Rutgers University)",Deep Learning,"Recognition: Detection, Categorization, Retrieval; Statistical Learning",Oral,3.2.1,2,,,,,,
6332,Tangent-Normal Adversarial Regularization for Semi-supervised Learning,Bing Yu (Peking University); Jingfeng Wu (Peking University); Jinwen Ma (Peking University); Zhanxing Zhu (Peking University)*,Deep Learning,Representation Learning,Oral,3.2.1,2,,,,,,
3306,Auto-Encoding Scene Graphs for Descriptive Image Captioning,XU YANG (Nanyang Technological University)*; Kaihua Tang (Nanyang Technological University); Hanwang Zhang (Nanyang Technological University); Jianfei Cai (Nanyang Technological University),Deep Learning,Vision + Language,Oral,3.2.1,3,,,,,,
6218,"Fast, Diverse and Accurate Image Captioning Guided By Part-of-Speech","Aditya Deshpande (University of Illinois at UC)*; Jyoti Aneja (University of Illinois, Urbana-Champaign); Liwei Wang (Tencent AI Lab); Alexander Schwing (UIUC); David Forsyth (Univeristy of Illinois at Urbana-Champaign)",Deep Learning,"Big Data, Large Scale Methods",Oral,3.2.1,3,,,,,,
6105,Attention Branch Network: Learning of Attention Mechanism for Visual Explanation,Hiroshi Fukui (Chubu university)*; Tsubasa Hirakawa (Chubu University); Takayoshi Yamashita (Chubu University); Hironobu Fujiyoshi (Chubu University),Deep Learning,"Big Data, Large Scale Methods ; Computer Vision Theory; Face, Gesture, and Body Pose ; Recognition:",Oral,3.2.1,3,,,,,,
3796,Cascaded Projection: End-to-End Network Compression and Acceleration,Breton L Minnehan (Rochester Institute of Technology)*; Andreas Savakis (Rochester Institute of Technology),Deep Learning,"Optimization Methods; Recognition: Detection, Categorization, Retrieval",Oral,3.2.1,4,,,,,,
5721,DeepCaps : Going Deeper with Capsule Networks,Jathushan Rajasegaran ( University of Moratuwa)*; Vinoj Jayasundara (University of Moratuwa); Sandaru Jayasekara (University of Moratuwa); Hirunima Jayasekara (University of Moratuwa); Ranga Rodrigo (University of Moratuwa); Suranga Seneviratne (University of Sydney),Deep Learning,"Recognition: Detection, Categorization, Retrieval",Oral,3.2.1,4,,,,,,
6240,DNASNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search,"Bichen Wu (UC Berkeley)*; Xiaoliang Dai (Princeton University); Peizhao Zhang (Facebook); Yanghan Wang (Facebook); Fei Sun (Facebook); Yiming Wu (Facebook); Yuandong Tian (Facebook); Peter Vajda (Facebook); Yangqing Jia (Facebook); Kurt Keutzer (EECS, UC Berkeley)",Deep Learning,,Oral,3.2.1,4,,,,,,
5032,APDrawingGAN: Generating Artistic Portrait Drawings from Face Photos with Hierarchical GANs,Ran Yi (Tsinghua University); Yong-Jin Liu (Tsinghua University)*; Yukun Lai (Cardiff University); Paul Rosin (Cardiff University),Deep Learning,Others,Oral,3.2.1,5,,,,,,
6431,Constrained Generative Adversarial Networks for Interactive Image Generation,Eric Heim (AFRL/RI)*,Deep Learning,Image and Video Synthesis; Representation Learning,Oral,3.2.1,5,,,,,,
6807,WarpGAN: Automatic Caricature Generation,Yichun Shi (Michigan State University)*; Debayan Deb (Michigan State University); Anil Jain (Michigan State University),Deep Learning,"Computer Vision Theory; Face, Gesture, and Body Pose",Oral,3.2.1,5,,,,,,
5199,Explainability Methods for Graph Convolutional Neural Networks,"Phillip Pope (HRL Laboratories, LLC); Soheil Kolouri (HRL Laboratories LLC)*; Mohammad Rostami (HRL Laboratories, LLC); Charles Martin (HRL Laboratories, LLC); Heiko Hoffmann (HRL)",Deep Learning,Deep Learning,Oral,3.2.1,6,,,,,,
